"LAST.NAME","FIRST.NAME","DOB","POB","SSN","SEX","STREET.NUMBER","STREET.NAME","VOTER.REG.DATE","PARTY"
"WINDISCH","MIKE","13724","MONTANA","200-76-1186","MALE",177,"SIXTH",1959-06-23,"DEMOCRAT"
"HENAGER","KIMBERLY","14725","IDAHO","482-63-0118","FEMALE",137,"LUPIN",1959-06-24,"DEMOCRAT"
"WHITMAN","AARON","14725","ALDERWOOD","637-69-6953","MALE",3374,"SAVANNAH",1959-06-24,"REPUBLICAN"
"DORAN","SCOTT","13726","OREGON","661-96-8759","MALE",2902,"CROWBERRY",1959-06-25,"DEMOCRAT"
"FARMER","ISABELLA","15156","ALDERWOOD","206-20-0236","FEMALE",201,"KEESHOND",1959-06-25,"REPUBLICAN"
"BEAR","ISAIAH","13727","ARIZONA","899-85-1018","MALE",167,"AFGHAN",1959-06-26,"REPUBLICAN"
"SCHOLTEN","BECKY","13727","OREGON","660-81-5338","FEMALE",145,"SPRUCE",1959-06-26,"DEMOCRAT"
"ALLEN","THOMAS","14728","ALDERWOOD","230-80-6069","MALE",236,"LILY",1959-06-27,"DEMOCRAT"
"BEAN","LAUREN","13728","ALDERWOOD","647-87-7171","MALE",385,"ROSEHIP",1959-06-27,"REPUBLICAN"
"BECHTOL","LUKE","13729","ARIZONA","071-33-2155","MALE",408,"TWENTIETH",1959-06-28,"REPUBLICAN"
"TOLLBOM","REBECAH","13729","MONTANA","953-26-5006","FEMALE",205,"SAGE",1959-06-28,"REPUBLICAN"
"BELL","ALYSSA","13730","OREGON","225-95-3850","FEMALE",77,"SPRUCE",1959-06-29,"REPUBLICAN"
"WILLIAMS","STEVEN","12730","WASHINGTON","184-05-3553","MALE",228,"MASTIFF",1959-06-29,"REPUBLICAN"
"BENDER","CONNER","13731","ALDERWOOD","818-09-1136","MALE",315,"BOXER",1959-06-30,"REPUBLICAN"
"KINTNER-MEYER","KELLY","13231","ALDERWOOD","450-20-2138","FEMALE",749,"SAVANNAH",1959-06-30,"REPUBLICAN"
"BECK","RICHARD","13732","ALDERWOOD","553-34-0450","MALE",916,"PERSIAN",1959-07-01,"REPUBLICAN"
"BISSON","OLIVIA","14232","MONTANA","469-21-4869","FEMALE",184,"TONKINESE",1959-07-01,"INDEPENDENT"
"BLACK","LUIS","13233","ALDERWOOD","318-45-9518","MALE",217,"SECOND",1959-07-02,"DEMOCRAT"
"KNOPIK","ANGELA","13733","ALDERWOOD","484-09-7693","FEMALE",1715,"GREYHOUND",1959-07-02,"REPUBLICAN"
"ADAMSON","WILLIAM","14734","WASHINGTON","239-84-9789","MALE",772,"PANSY",1959-07-03,"REPUBLICAN"
"BLUE","ABIGAIL","13734","MONTANA","461-28-2735","FEMALE",9,"SAFFLOWER",1959-07-03,"DEMOCRAT"
"BLAKE","ISAAC","14235","ALDERWOOD","373-56-2989","MALE",2450,"PERSIMMON",1959-07-04,"DEMOCRAT"
"PANETTA","MICHELLE","13735","ALDERWOOD","461-84-5740","FEMALE",1015,"PINE",1959-07-04,"REPUBLICAN"
"JOHNSON","CHLOE","14736","ALDERWOOD","141-27-7081","FEMALE",588,"BORZOI",1959-07-05,"DEMOCRAT"
"MILLER","ROBERT","7736","WASHINGTON","388-24-2171","MALE",1381,"SPHYNX",1959-07-05,"INDEPENDENT"
"CANTLEY","AMY","14237","ALDERWOOD","714-53-9995","FEMALE",422,"PHEASANT",1959-07-06,"DEMOCRAT"
"WHITFORD","FRANK","14737","ALDERWOOD","334-46-6876","MALE",399,"BALINESE",1959-07-06,"DEMOCRAT"
"BOWYER","SOPHIA","8238","ALDERWOOD","373-85-3779","FEMALE",1442,"ANGORA",1959-07-07,"REPUBLICAN"
"STRASBURG","KENNETH","14738","ARIZONA","929-50-3997","MALE",247,"CROWBERRY",1959-07-07,"DEMOCRAT"
"GUZMAN","MELISSA","14239","ALDERWOOD","095-87-6830","FEMALE",1875,"EIGHTH",1959-07-08,"DEMOCRAT"
"LARSON","GEORGE","11739","MONTANA","567-01-2033","MALE",79,"SALMON",1959-07-08,"REPUBLICAN"
"BORBELY","MORGAN","13240","MEXICO","283-88-6339","FEMALE",539,"KEESHOND",1959-07-09,"REPUBLICAN"
"WOJCIK","JEFFERY","14740","ALDERWOOD","799-63-7839","MALE",2492,"PAPILION",1959-07-09,"DEMOCRAT"
"HOLLOMON","CHARLES","14806","ARIZONA","686-36-7274","MALE",33,"FIFTH",1959-07-10,"REPUBLICAN"
"MATZKE","HEATHER","14241","OKLAHOMA","693-68-2075","MALE",151,"BASENJI",1959-07-10,"DEMOCRAT"
"FONTANA-SMITH","JULIA","14242","ALDERWOOD","914-65-2654","FEMALE",2478,"KEESHOND",1959-07-11,"REPUBLICAN"
"WHITNEY","CHRISTOPHER","8242","IDAHO","293-14-9803","MALE",46,"DOGWOOD",1959-07-11,"REPUBLICAN"
"CANNON","STEPHANIE","13743","ALDERWOOD","094-64-4215","FEMALE",177,"SINGAPURA",1959-07-12,"REPUBLICAN"
"PLACET","HARRY","14743","OREGON","111-89-9518","MALE",2818,"CRANBERRY",1959-07-12,"REPUBLICAN"
"HATLEY","JOHN","13744","ALDERWOOD","029-39-6242","MALE",1367,"PINSCHER",1959-07-13,"REPUBLICAN"
"SKELLY","KAITLYN","14244","ALDERWOOD","524-95-2661","FEMALE",1287,"PALMETTO",1959-07-13,"REPUBLICAN"
"GRINSTEIN","HAROLD","14745","ALDERWOOD","561-58-8103","MALE",97,"ARROWOOD",1959-07-14,"INDEPENDENT"
"REID","LAUREN","8245","ALDERWOOD","161-47-1612","MALE",882,"SAGUARO",1959-07-14,"REPUBLICAN"
"JOHNSON","HAILEY","14811","NEW HAMPSHIRE","616-60-4722","FEMALE",189,"BLACKBERRY",1959-07-15,"DEMOCRAT"
"VALENCIA","BRIAN","14746","ALDERWOOD","775-90-0674","MALE",1806,"ABYSSINIAN",1959-07-15,"REPUBLICAN"
"GAINES","NICOLE","14247","UTAH","776-06-6708","FEMALE",825,"TURKISH",1959-07-16,"REPUBLICAN"
"SKUMANICH","EDWARD","13747","ARIZONA","601-70-8354","MALE",200,"LILAC",1959-07-16,"DEMOCRAT"
"BLOCK","JASON","13748","CALIFORNIA","837-93-1381","MALE",116,"ROSEMARY",1959-07-17,"REPUBLICAN"
"HUND","KATHERINE","8248","UTAH","302-29-2720","FEMALE",660,"ELEVENTH",1959-07-17,"DEMOCRAT"
"DONALDSON","HENRY","13749","ALDERWOOD","764-64-5858","MALE",1337,"ARROWOOD",1959-07-18,"DEMOCRAT"
"HAMILTON","AMANDA","14249","MASSACHUSETTS","896-74-8822","FEMALE",504,"SUNSET",1959-07-18,"INDEPENDENT"
"PETERS","SCOTT","13250","KENTUCKY","848-91-4810","MALE",708,"ROSEHIP",1959-07-19,"DEMOCRAT"
"STONE","NICOLE","13750","ALDERWOOD","692-09-0369","FEMALE",1092,"CHOLLA",1959-07-19,"DEMOCRAT"
"BARTHA","WALTER","14751","ALDERWOOD","751-85-9734","MALE",199,"ROSE",1959-07-20,"REPUBLICAN"
"BURKE","BRITTANY","13751","ALDERWOOD","390-66-7695","FEMALE",1827,"DALMATIAN",1959-07-20,"DEMOCRAT"
"MILBRATH","MATTHEW","14752","NORTH CAROLINA","599-68-6878","MALE",151,"MUM",1959-07-21,"DEMOCRAT"
"STOPPANI","ALEXANDRA","14752","ALDERWOOD","797-22-2073","MALE",728,"LUPIN",1959-07-21,"REPUBLICAN"
"DIEFENDERFER","BERNIE","13253","WYOMING","355-86-1589","MALE",95,"BIRCH",1959-07-22,"REPUBLICAN"
"GILMAN","RACHEL","15183","PENNSYLVANIA","129-72-9125","FEMALE",385,"WASHINGTON",1959-07-22,"DEMOCRAT"
"GEELHOOD","DANIEL","13754","MEXICO","521-75-3666","MALE",173,"CHIHUAHUA",1959-07-23,"DEMOCRAT"
"HANSEN","SAVANNAH","15184","UTAH","767-41-0763","FEMALE",1030,"SIXTEENTH",1959-07-23,"REPUBLICAN"
"THOMAS","CHRISTIAN","13755","UTAH","350-16-8082","MALE",175,"COLLIE",1959-07-24,"REPUBLICAN"
"THRALL","MEGAN","13755","ALDERWOOD","554-26-2157","FEMALE",994,"SECOND",1959-07-24,"REPUBLICAN"
"QUESENBERRY","JOSHUA","13756","ALDERWOOD","603-11-0985","MALE",1285,"ROSEMARY",1959-07-25,"REPUBLICAN"
"SCHULTZ","MACKENZIE","14821","ALDERWOOD","944-92-5077","FEMALE",1561,"BARBERRY",1959-07-25,"REPUBLICAN"
"EMORY","EMILY","13757","ALDERWOOD","762-87-3600","FEMALE",371,"PEONY",1959-07-26,"REPUBLICAN"
"FELLER","CARTER","14257","ARIZONA","831-95-5376","MALE",529,"PHEASANT",1959-07-26,"REPUBLICAN"
"FULLMER","ALLISON","14823","ARIZONA","919-02-8459","FEMALE",31,"AIREDALE",1959-07-27,"INDEPENDENT"
"RODLAND","JUSTIN","13758","MONTANA","943-15-9062","MALE",133,"BALINESE",1959-07-27,"REPUBLICAN"
"THRALL","SARAH","14259","ALDERWOOD","172-51-4198","FEMALE",68,"EIGHTEENTH",1959-07-28,"REPUBLICAN"
"YE","CASPER","8259","ALDERWOOD","634-22-6785","MALE",497,"BUFFALOBERRY",1959-07-28,"DEMOCRAT"
"BRENEMAN","NEWTON","13260","MONTANA","456-23-2023","MALE",176,"ROSE",1959-07-29,"REPUBLICAN"
"ROBERTS","JENNA","14760","MONTANA","794-31-1809","FEMALE",113,"SNOWSHOE",1959-07-29,"DEMOCRAT"
"CHAVEZ-TAPIA","JEFF","15191","ALDERWOOD","277-71-0437","MALE",1465,"MAIN",1959-07-30,"DEMOCRAT"
"TAYLOR","TAYLOR","13761","ALDERWOOD","376-49-7183","MALE",1393,"LUPIN",1959-07-30,"REPUBLICAN"
"BEDOYA","FAITH","13762","WYOMING","541-49-7994","FEMALE",405,"MUNCHKIN",1959-07-31,"DEMOCRAT"
"MYERS","RYAN","14262","ALDERWOOD","645-38-4151","MALE",1023,"STURGEON",1959-07-31,"INDEPENDENT"
"CHVALA","JESSICA","14763","ALDERWOOD","443-22-4145","FEMALE",770,"SINGAPURA",1959-08-01,"DEMOCRAT"
"VINSKEY","KELVIN","13263","ALDERWOOD","941-61-5837","MALE",742,"ELDERBERRY",1959-08-01,"DEMOCRAT"
"COCA","PAIGE","13764","MEXICO","503-39-1895","FEMALE",575,"MALTESE",1959-08-02,"REPUBLICAN"
"KELSER","ANDREW","14764","ILLINOIS","315-17-9403","MALE",19,"NINETEENTH",1959-08-02,"DEMOCRAT"
"ENGELMANN","ASHLEY","8265","INDIANA","514-02-7998","FEMALE",23,"CRANBERRY",1959-08-03,"DEMOCRAT"
"RODRIGUEZ","ROD","13765","ALDERWOOD","964-44-8509","MALE",313,"TURKISH",1959-08-03,"REPUBLICAN"
"HARVEY","NICHOLAS","13766","ALDERWOOD","699-17-4812","MALE",2989,"FIFTH",1959-08-04,"DEMOCRAT"
"HONE","MAKAYLA","14766","ALDERWOOD","290-61-2170","FEMALE",2667,"BOBTAIL",1959-08-04,"REPUBLICAN"
"RIPPLINGER","SAMANTHA","13267","ALDERWOOD","058-30-3916","FEMALE",2905,"MAPLE",1959-08-05,"DEMOCRAT"
"SVANCARA","PATRICK","15197","ARIZONA","865-86-3621","MALE",443,"POODLE",1959-08-05,"REPUBLICAN"
"CONWAY","BONNIE","14268","WASHINGTON","249-98-1437","FEMALE",97,"THISTLE",1959-08-06,"REPUBLICAN"
"POPE","TYLER","14833","MONTANA","087-07-9675","FEMALE",242,"SNOWSHOE",1959-08-06,"REPUBLICAN"
"CLARDY","MADISON","14269","ALDERWOOD","634-20-6760","FEMALE",1071,"ROSE",1959-08-07,"REPUBLICAN"
"HINTON","DONOVAN","14769","ALDERWOOD","268-77-6678","MALE",1652,"TWELVTH",1959-08-07,"REPUBLICAN"
"QUINN","JACOB","14770","ILLINOIS","647-37-2164","MALE",107,"SEVENTH",1959-08-08,"REPUBLICAN"
"THOMPSON","ALEX","14270","ARIZONA","005-67-1270","MALE",7,"FIFTEENTH",1959-08-08,"REPUBLICAN"
"BROWN","HANNAH","14271","MEXICO","746-49-2612","FEMALE",455,"SUMAC",1959-08-09,"REPUBLICAN"
"MCKINLEY","BONNIE","14836","INDIANA","580-61-6720","FEMALE",24,"BITTERSWEET",1959-08-09,"INDEPENDENT"
"RASSAT","ZACHARY","14772","ALDERWOOD","639-88-0404","MALE",569,"BEARBERRY",1959-08-10,"REPUBLICAN"
"SHIRLEY","CHARLEY","14272","ALDERWOOD","321-98-5225","MALE",210,"PINE",1959-08-10,"DEMOCRAT"
"JOHNS","DANIELLE","13773","CONNECTICUT","004-36-0481","FEMALE",54,"BORZOI",1959-08-11,"DEMOCRAT"
"SMITH","KAYLA","14838","OREGON","805-67-9161","FEMALE",3442,"OAK",1959-08-11,"REPUBLICAN"
"VIENNA","BRANDON","13774","ALDERWOOD","458-95-6292","MALE",536,"SALMON",1959-08-12,"REPUBLICAN"
"ZIMMERMAN","EARL","14274","ALDERWOOD","150-12-4169","MALE",399,"MUM",1959-08-12,"DEMOCRAT"
"HOLLADAY","ALEXIS","8275","ARIZONA","161-21-9249","FEMALE",252,"LOCUST",1959-08-13,"INDEPENDENT"
"JONES","FRANCES","14775","MEXICO","814-27-7360","MALE",233,"ELDERBERRY",1959-08-13,"DEMOCRAT"
"MARTIN","GASTON","14776","WASHINGTON","786-35-7976","MALE",83,"FIFTH",1959-08-14,"DEMOCRAT"
"ROBERTS","AUSTIN","13776","NORTH DAKOTA","323-76-9791","MALE",14,"BUTTONWOOD",1959-08-14,"DEMOCRAT"
"ELSHAFEY","HERMINE","14842","ALDERWOOD","156-58-5129","FEMALE",1804,"EIGHTH",1959-08-15,"REPUBLICAN"
"FULWYLER","LISA","13777","NEW YORK","710-21-3678","FEMALE",1431,"BORZOI",1959-08-15,"DEMOCRAT"
"KHAN","IVAN","14278","WASHINGTON","867-21-9175","MALE",1102,"REX",1959-08-16,"REPUBLICAN"
"WILDER","ETHAN","14778","OREGON","432-71-8317","MALE",1309,"MAIN",1959-08-16,"DEMOCRAT"
"DEFFENBAUGH","CHRISTINE","14779","ALDERWOOD","629-41-0440","FEMALE",532,"SALMON",1959-08-17,"DEMOCRAT"
"ELIZONDO","JEANNE","13279","ALDERWOOD","244-35-5037","FEMALE",1077,"COON",1959-08-17,"REPUBLICAN"
"DOHNALKOVA","KARL","13280","UTAH","713-76-9539","MALE",585,"SECOND",1959-08-18,"REPUBLICAN"
"ZALESNY","ANTHONY","13280","ALDERWOOD","146-34-4406","MALE",28,"SECOND",1959-08-18,"DEMOCRAT"
"CUI","LISA","13281","ALDERWOOD","042-56-3567","FEMALE",2618,"BORZOI",1959-08-19,"REPUBLICAN"
"ROSSCUP","CHRISTINA","15211","ALDERWOOD","107-23-7956","FEMALE",1298,"THIRTEENTH",1959-08-19,"REPUBLICAN"
"COLLIER","ALEXANDER","7782","MARYLAND","216-88-1515","MALE",750,"EIGHTH",1959-08-20,"REPUBLICAN"
"WITTEVEEN","MATTHEW","14282","ALDERWOOD","433-11-3241","MALE",2261,"BURMESE",1959-08-20,"REPUBLICAN"
"FEB","NICOLE","13783","ALDERWOOD","710-39-3344","FEMALE",1071,"HONEYSUCKLE",1959-08-21,"REPUBLICAN"
"TENNEY","TRACY","13783","OREGON","164-90-3307","FEMALE",280,"ASTER",1959-08-21,"REPUBLICAN"
"BYRNE","OTTO","7784","ARIZONA","355-67-4962","MALE",1770,"LAVENDER",1959-08-22,"INDEPENDENT"
"CRAIG","JONATHON","14284","ALDERWOOD","830-79-5744","MALE",1627,"TIFFANY",1959-08-22,"REPUBLICAN"
"KAY","KAREN","14850","ALDERWOOD","531-21-1996","FEMALE",763,"SCOTTISH",1959-08-23,"REPUBLICAN"
"STRAUB","PAULA","13285","MEXICO","227-59-3256","FEMALE",191,"GREYHOUND",1959-08-23,"DEMOCRAT"
"GODDARD","DYLAN","8286","ALDERWOOD","244-70-9832","FEMALE",72,"KEESHOND",1959-08-24,"REPUBLICAN"
"VELA","RICHARD","7786","OREGON","577-35-0344","MALE",2119,"SUNFLOWER",1959-08-24,"DEMOCRAT"
"MASSELON","SUSAN","14787","ALDERWOOD","429-46-4777","FEMALE",147,"ELEVENTH",1959-08-25,"REPUBLICAN"
"MCDOWELL","SHARY","13787","ALDERWOOD","709-65-7997","FEMALE",3073,"BUFFALOBERRY",1959-08-25,"DEMOCRAT"
"MAJORS","SAMUEL","15218","UTAH","771-03-5332","MALE",1005,"SIBERIAN",1959-08-26,"INDEPENDENT"
"STRUB","TOMAS","15218","MARYLAND","076-13-8004","MALE",223,"BEARBERRY",1959-08-26,"DEMOCRAT"
"BURTON","TAMMY","13789","ALDERWOOD","906-48-3427","FEMALE",1519,"THIRD",1959-08-27,"DEMOCRAT"
"WATROUS","VIRGINIA","14854","ALDERWOOD","736-66-1666","FEMALE",1745,"BORZOI",1959-08-27,"DEMOCRAT"
"ELLIS","JOSE","13290","ARIZONA","001-67-2002","MALE",225,"PIXIE",1959-08-28,"DEMOCRAT"
"FANG","WALTER","13790","WYOMING","575-05-8190","MALE",1205,"ABYSSINIAN",1959-08-28,"REPUBLICAN"
"FARIS","ARLENE","14791","ALDERWOOD","881-50-8819","FEMALE",56,"BITTEROOT",1959-08-29,"REPUBLICAN"
"SMITH","TABITHA","13791","ALDERWOOD","507-46-6562","FEMALE",3129,"SAFFLOWER",1959-08-29,"DEMOCRAT"
"CRANE","BENJAMIN","13792","KANSAS","557-54-4542","MALE",41,"CROWBERRY",1959-08-30,"DEMOCRAT"
"HAMMERSTROM","BRET","14857","OREGON","115-76-6477","MALE",3856,"PIXIE",1959-08-30,"REPUBLICAN"
"BELL","DEBORAH","14793","ALDERWOOD","945-44-9896","FEMALE",1619,"TIFFANY",1959-08-31,"DEMOCRAT"
"CLEARY","CINDY","14293","CALIFORNIA","304-18-5018","FEMALE",49,"TWINBERRY",1959-08-31,"REPUBLICAN"
"ANKRUM","DENNIS","7794","UTAH","962-35-6336","MALE",56,"MARIGOLD",1959-09-01,"REPUBLICAN"
"COLLINS","NATHAN","15224","ALDERWOOD","463-08-4597","MALE",1329,"TWENTIETH",1959-09-01,"REPUBLICAN"
"PUGH","EMILY","15225","MEXICO","113-06-0278","FEMALE",227,"HOLLY",1959-09-02,"REPUBLICAN"
"SHIPP","SANDRA","14295","ALDERWOOD","790-88-2721","FEMALE",553,"PIXIE",1959-09-02,"REPUBLICAN"
"MOFFITT","FRANKLIN","14296","ALDERWOOD","305-65-6728","MALE",2191,"COLLIE",1959-09-03,"REPUBLICAN"
"WHITE","LOGAN","14796","ALDERWOOD","657-97-3784","MALE",1210,"COLLIE",1959-09-03,"REPUBLICAN"
"FRESHLEY","PATRICIA","14297","ALDERWOOD","062-48-2317","FEMALE",1225,"KINNIKINICK",1959-09-04,"REPUBLICAN"
"LIU","GERT","13797","MEXICO","499-62-6891","FEMALE",430,"CROWBERRY",1959-09-04,"INDEPENDENT"
"PINTO","KEVIN","14863","ALDERWOOD","465-26-7003","MALE",728,"CHOLLA",1959-09-05,"REPUBLICAN"
"SARIPALLI","HARVEY","14798","ALDERWOOD","317-82-7207","MALE",1338,"PINE",1959-09-05,"DEMOCRAT"
"NASH","IRENE","13799","ALDERWOOD","898-08-2822","FEMALE",2226,"SNOWSHOE",1959-09-06,"DEMOCRAT"
"SCHEIBE","DONNA","14299","MASSACHUSETTS","649-55-2070","FEMALE",591,"KEESHOND",1959-09-06,"REPUBLICAN"
"MAYER","JOSE","13800","ALDERWOOD","408-08-1584","MALE",283,"KEESHOND",1959-09-07,"DEMOCRAT"
"WILLIAMS","GABRIEL","13800","ARIZONA","572-24-5483","MALE",573,"BRITTANY",1959-09-07,"REPUBLICAN"
"NETTER","KATRINA","14801","ALDERWOOD","328-91-8761","FEMALE",639,"SNOWBERRY",1959-09-08,"DEMOCRAT"
"THORNE","LINDA","14301","ARIZONA","966-31-2205","FEMALE",403,"SASKATOON",1959-09-08,"INDEPENDENT"
"MOTE","NOAH","14802","ALDERWOOD","464-81-0327","MALE",1645,"BASSET",1959-09-09,"DEMOCRAT"
"PARDINI","LEE","13802","ALDERWOOD","473-45-7991","MALE",2653,"RASPBERRY",1959-09-09,"DEMOCRAT"
"ARIMESCU","MARIA","12803","ALDERWOOD","582-21-6449","FEMALE",1314,"BARBERRY",1959-09-10,"REPUBLICAN"
"ROBERTS","DEBRA","14803","MONTANA","822-29-3706","FEMALE",66,"QUAIL",1959-09-10,"DEMOCRAT"
"COLSON","CALEB","14869","NEW YORK","825-84-2572","MALE",29,"RASPBERRY",1959-09-11,"DEMOCRAT"
"EVANS-PATTON","NATE","13304","ALDERWOOD","585-38-9591","MALE",1036,"ROSE",1959-09-11,"REPUBLICAN"
"ERICKSON","BRENDA","14305","OREGON","088-55-2083","MALE",329,"CHARTREUX",1959-09-12,"DEMOCRAT"
"MORRA","OPHELIA","13805","ALDERWOOD","492-64-9216","FEMALE",1535,"SIBERIAN",1959-09-12,"REPUBLICAN"
"KANNBERG","JORDAN","13306","OREGON","792-60-1647","MALE",2143,"JAVANESE",1959-09-13,"DEMOCRAT"
"KATIPAMULA","PHILIPPE","13806","ALDERWOOD","841-70-7452","MALE",1846,"OAK",1959-09-13,"REPUBLICAN"
"CHAMBERLIN","RITA","14807","ALDERWOOD","155-32-4249","FEMALE",951,"TIFFANY",1959-09-14,"REPUBLICAN"
"TURNER","JASMINE","13307","ALDERWOOD","118-62-9173","FEMALE",1517,"OLIVE",1959-09-14,"REPUBLICAN"
"FAST","HUNTER","13308","CALIFORNIA","011-84-2628","MALE",107,"LABRADOR",1959-09-15,"REPUBLICAN"
"SCHMIDT","STAN","13808","MEXICO","834-18-8142","MALE",226,"CLOUDBERRY",1959-09-15,"REPUBLICAN"
"GODOY-KAIN","TAMMY","7809","ALDERWOOD","902-17-7133","FEMALE",3143,"KEESHOND",1959-09-16,"REPUBLICAN"
"WHITEMAN","SYDNEY","14309","RHODE ISLAND","625-80-6515","MALE",220,"CRANBERRY",1959-09-16,"REPUBLICAN"
"ELLIOTT","VINCE","14310","ALDERWOOD","492-32-8645","MALE",1547,"KOMONDOR",1959-09-17,"INDEPENDENT"
"HANSEN","CAMERON","13810","OKLAHOMA","029-34-4235","MALE",45,"HIMALAYA",1959-09-17,"REPUBLICAN"
"ROBERTSON","VICTORIA","7811","ALDERWOOD","382-87-0162","FEMALE",3353,"CLOUDBERRY",1959-09-18,"REPUBLICAN"
"TABUYO-GALLEGOS","WILMA","14811","ALDERWOOD","082-77-1129","FEMALE",1102,"KINNIKINICK",1959-09-18,"DEMOCRAT"
"BROCK","ALBERTO","14312","ARIZONA","758-63-0907","MALE",3,"JUNIPER",1959-09-19,"DEMOCRAT"
"MASSEY","KYLE","13312","ARIZONA","025-29-2296","MALE",889,"SEVENTH",1959-09-19,"REPUBLICAN"
"LATORRE","BERYL","14813","ALDERWOOD","687-90-6575","FEMALE",1911,"MALAMUTE",1959-09-20,"DEMOCRAT"
"WIBERG","ANNA","7813","ALDERWOOD","422-40-6748","FEMALE",14,"COLLIE",1959-09-20,"REPUBLICAN"
"ERMOLD","ELIJAH","13814","MONTANA","442-42-9982","MALE",63,"LAUREL",1959-09-21,"INDEPENDENT"
"ZULJEVIC","CHRIS","14314","ARIZONA","442-22-9737","MALE",89,"FIFTEENTH",1959-09-21,"DEMOCRAT"
"HALTER","BRIANNA","15245","ALDERWOOD","172-06-9585","FEMALE",119,"FOXGLOVE",1959-09-22,"DEMOCRAT"
"TSILIGARIDIS","DEBBY","8315","ALDERWOOD","108-54-7045","FEMALE",1311,"BALINESE",1959-09-22,"DEMOCRAT"
"JOHNSON","JASON","14881","MEXICO","740-59-0587","MALE",515,"TERRIER",1959-09-23,"DEMOCRAT"
"NIEPLOCHA","ERNESTO","13816","ALDERWOOD","517-56-0009","MALE",84,"BOBTAIL",1959-09-23,"REPUBLICAN"
"BREID","JESSICA","13817","DELAWARE","853-72-5987","FEMALE",197,"CORGI",1959-09-24,"DEMOCRAT"
"GOWRI","FLORENCE","13817","OREGON","053-80-5628","FEMALE",3559,"SUNFLOWER",1959-09-24,"REPUBLICAN"
"BAYLESS","JACK","14818","OREGON","673-37-8455","MALE",63,"MARIGOLD",1959-09-25,"DEMOCRAT"
"STEELE","GORDON","8318","MEXICO","432-13-8118","MALE",269,"CORGI",1959-09-25,"REPUBLICAN"
"DAHL","GRACE","14884","CALIFORNIA","701-81-3121","FEMALE",78,"LAUREL",1959-09-26,"DEMOCRAT"
"MCCUE","HELENE","14819","OREGON","173-58-4229","FEMALE",485,"ARROWOOD",1959-09-26,"REPUBLICAN"
"BETTINSON","AARON","14320","IDAHO","349-09-3424","MALE",5,"BASSET",1959-09-27,"REPUBLICAN"
"KNOBBS","ISAAC","14320","MEXICO","998-58-2123","MALE",480,"PETERBALD",1959-09-27,"REPUBLICAN"
"GALLEGOS","JOYCE","13821","ARIZONA","315-68-8885","FEMALE",247,"BARBERRY",1959-09-28,"REPUBLICAN"
"HADLEY","ISABELLA","7821","KENTUCKY","340-82-6339","FEMALE",263,"PINSCHER",1959-09-28,"REPUBLICAN"
"MCCOY","ISAIAH","15252","ALDERWOOD","577-24-5505","MALE",599,"GREYHOUND",1959-09-29,"REPUBLICAN"
"PERRY","KIRK","14322","ALDERWOOD","619-29-4702","MALE",71,"CHOWCHOW",1959-09-29,"REPUBLICAN"
"LOUIE","LAUREN","14323","UTAH","219-12-3013","MALE",136,"SERENGETI",1959-09-30,"REPUBLICAN"
"SANDE","LESLIE","13323","ALDERWOOD","720-53-4713","FEMALE",847,"SAFFLOWER",1959-09-30,"INDEPENDENT"
"BICKFORD","LUKE","13824","WASHINGTON","240-26-3621","MALE",164,"LAUREL",1959-10-01,"REPUBLICAN"
"POPE","MICHAEL","13824","ALDERWOOD","952-01-3828","MALE",1384,"ESKIMO",1959-10-01,"DEMOCRAT"
"CABREY","ALYSSA","14825","ALDERWOOD","059-14-9132","FEMALE",1604,"THIRTEENTH",1959-10-02,"REPUBLICAN"
"DU","NADINE","14825","ALDERWOOD","150-17-6771","FEMALE",1079,"MUNCHKIN",1959-10-02,"DEMOCRAT"
"DEMYER","OSCAR","15256","ALDERWOOD","047-26-5535","MALE",2891,"FOURTH",1959-10-03,"DEMOCRAT"
"PATRICK","CONNER","13826","ALDERWOOD","784-97-6051","MALE",273,"CORNISH",1959-10-03,"REPUBLICAN"
"LEI","PATTY","13827","ALABAMA","309-90-5729","FEMALE",192,"STRAWBERRY",1959-10-04,"DEMOCRAT"
"MCCALL","OLIVIA","13827","MEXICO","817-21-1930","FEMALE",566,"GREYHOUND",1959-10-04,"INDEPENDENT"
"CONGER","LUIS","14828","ARIZONA","728-86-4533","MALE",297,"KEESHOND",1959-10-05,"DEMOCRAT"
"SALISBURY-MILLER","RAFAEL","13828","OREGON","697-82-3545","MALE",3619,"SELKIRK",1959-10-05,"DEMOCRAT"
"DENNIS","ABIGAIL","13829","ALDERWOOD","558-09-2207","FEMALE",3388,"ESKIMO",1959-10-06,"DEMOCRAT"
"PENNER","SANDY","13829","MONTANA","539-04-9546","FEMALE",217,"SIAMESE",1959-10-06,"REPUBLICAN"
"CHASTAIN","ISAAC","12830","MEXICO","380-23-6244","MALE",520,"EIGHTEENTH",1959-10-07,"DEMOCRAT"
"ZHANG","TONY","13830","IDAHO","813-57-7104","MALE",233,"LILY",1959-10-07,"REPUBLICAN"
"HYLAND","CHLOE","13331","ALDERWOOD","348-62-6870","FEMALE",946,"THIRD",1959-10-08,"DEMOCRAT"
"VUTA","VALERIE","13831","UTAH","157-45-3222","FEMALE",1160,"AFGHAN",1959-10-08,"REPUBLICAN"
"PLATT","FRANK","13832","UTAH","028-51-0211","MALE",305,"SUMAC",1959-10-09,"DEMOCRAT"
